,Unnamed: 0,License_Number,X,City,City.1,County,DateCreated,License.,Mail.Suite.Rm,MailAddress,MailCity,MailState,MailSuite.Rm,MailZipCode,OwnerName,PrivDesc,PrivilegeStatus,ReasonAction,State,State.1,StatusDate,StreetAddress,Suite.Rm,Tradename,UBI,ZipCode,ZipCode.1,type:medical,type:processor,type:producer,type:retailer,Group.1,Total_Sales,Excise_Tax_Due,tax_rate,violation_count,violator,log_Total_Sales,log_Excise_Tax_Due
5848,5849,420978,187,TACOMA                  ,,PIERCE,,420978,,10318 RIVIERA DR              ,ANDERSON ISLAND         ,WA,                         ,983039803.0,ESPION LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,14117 PACIFIC AVE S STE D     ,                         ,ESPION LLC                                   ,6.02595e+15,98444.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5849,5850,420980,188,OLYMPIA                 ,,THURSTON,,420980,,10318 RIVIERA DR              ,ANDERSON ISLAND         ,WA,                         ,983039803.0,ESPION LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,1965 4TH AVE E  STE C         ,                         ,ESPION LLC                                   ,6.02595e+15,985064631.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5850,5851,420981,151,MAPLE VALLEY            ,,KING,,420981,,23532 262ND AVE SE            ,MAPLE VALLEY            ,WA,                         ,980386782.0,"JANGALA,  ROBERT  KENNETH",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,23223 LOWER DORRE DON WAY SE  ,                         ,COMPASSIONATE BOBS HOLISTICS                 ,6.03034e+15,980388283.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5851,5852,420982,474,BREMERTON               ,,KITSAP,,420982,,896 NE CIMERON CT             ,BREMERTON               ,WA,                         ,983119253.0,NATURES SOURCE,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,629 N CALLOW AVE              ,                         ,NATURES SOURCE                               ,6.03078e+15,983123903.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5852,5853,420984,40,BREMERTON               ,,KITSAP,,420984,,494 NW SCHUYLER RD            ,BREMERTON               ,WA,                         ,983118955.0,ALTERNATIVE METHODS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,494 NW SCHUYLER RD STE B      ,                         ,ALTERNATIVE METHODS LLC                      ,6.03078e+15,983118955.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5853,5854,420985,485,SEATTLE                 ,,KING,,420985,,215 10TH AVE E. #734          ,SEATTLE                 ,WA,                         ,981026136.0,"RAIN CITY MEDICAL, INC.",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,215 10TH AVE E. #734_STE C    ,                         ,NORTHWEST CANNABIS                           ,6.03193e+15,98102.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5854,5855,420986,429,KENT                    ,,KING,,420986,,2506 S JACKSON ST STE 205     ,SEATTLE                 ,WA,                         ,981442367.0,"MAGIC TREE COLLECTIVE 206, INC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,24453 PACIFIC HWY S LOWR      ,                         ,"MAGIC TREE COLLECTIVE 206, INC               ",6.03219e+15,980324003.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5855,5856,420990,227,VANCOUVER               ,,CLARK,,420990,,784 W Y ST                    ,WASHOUGAL               ,WA,                         ,986717433.0,GREEN BLISS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,12306 SE MILL PLAIN BLVD      ,STE 200                  ,GREEN BLISS LLC                              ,6.03355e+15,986846023.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5856,5857,420991,603,SHORELINE               ,,KING,,420991,,1206 NE 145TH ST              ,SHORELINE               ,WA,                         ,981557134.0,"SURREAL MEDICAL, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,1206 NE 145TH ST              ,                         ,SURREAL MEDICAL LLC                          ,6.03391e+15,981557134.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5857,5858,420992,336,KENT                    ,,KING,,420992,,11418 SE 231ST PL             ,KENT                    ,WA,                         ,980313425.0,HUSEELL LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,11418 SE 231ST PL             ,                         ,HUSEELL                                      ,6.03431e+15,980313425.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5858,5859,420995,297,SEATTLE                 ,,KING,,420995,,3635 WOODLAND PARK AVE N UNIT ,SEATTLE                 ,WA,226,981035276.0,"HAPPY, INC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,900 LENORA ST APT 104         ,                         ,"HAPPY, INC                                   ",6.03554e+15,981212755.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5859,5860,420999,584,ABERDEEN                ,,GRAYS HARBOR,,420999,,401 S BOONE ST                ,ABERDEEN                ,WA,                         ,985208508.0,SOUTHSIDE SWEETS,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,401 S BOONE ST                ,                         ,SOUTHSIDE SWEETS                             ,6.03555e+15,985208508.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5860,5861,421000,446,HOQUIAM                 ,,GRAYS HARBOR,,421000,,1156 MONTE ELMA RD            ,ELMA                    ,WA,                         ,985419027.0,MEDICAL CAREGIVERS CO-OP,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,2298 STATE RT 109  STE B      ,                         ,MEDICAL CAREGIVERS GARDEN CLUB               ,6.03122e+15,985509626.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5861,5862,421001,444,OAKVILLE                ,,GRAYS HARBOR,,421001,,PO BOX 102                    ,OAKVILLE                ,WA,                         ,985680102.0,MEDICAL CAREGIVERS CO-OP,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,304 E PINE ST                 ,                         ,MEDICAL CAREGIVERS CO-OP                     ,6.03122e+15,985680102.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5862,5863,421002,445,HOQUIAM                 ,,GRAYS HARBOR,,421002,,PO BOX 102                    ,OAKVILLE                ,WA,                         ,985680102.0,MEDICAL CAREGIVERS CO-OP,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151030.0,410 HWY 101                   ,                         ,MEDICAL CAREGIVERS CO-OP                     ,6.03122e+15,985500102.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5863,5864,421006,198,SEATTLE                 ,,KING,,421006,,215 10TH AVE E APT 734        ,SEATTLE                 ,WA,                         ,981026136.0,"RAIN CITY MEDICAL, INC.",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151029.0,215 10TH AVE E APT 734        ,                         ,EVERGREEN CANNABIS                           ,6.03193e+15,981026136.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5864,5865,421007,253,SEATTLE                 ,,KING,,421007,,15615 157TH AVE SE            ,RENTON                  ,WA,                         ,980586343.0,"MARSIKYAN,  EDGAR",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151031.0,8909 14TH AVE S  STE H        ,                         ,GREEN LIGHT DISTRICT                         ,6.02711e+15,981084818.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5865,5866,421008,426,SPOKANE                 ,,SPOKANE,,421008,,13415 N CALISPEL CT           ,SPOKANE                 ,WA,                         ,992088733.0,CARDIAC SOLUTIONS NORTHWEST LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151031.0,13415 N CALISPEL CT           ,                         ,M-PORIUM                                     ,6.02804e+15,992088733.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5866,5867,421009,493,AUBURN                  ,,KING,,421009,,20727 180TH ST E              ,ORTING                  ,WA,                         ,983609683.0,K & J MANAGEMENT LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151031.0,32201 KENT BLACK DIAMOND RD SE,STE 3-B                  ,NW CANNIBIS CONNECTION II                    ,6.03228e+15,980926596.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5867,5868,421010,221,SEATTLE                 ,,KING,,421010,,6253 13TH AVE S               ,SEATTLE                 ,WA,                         ,981082709.0,GEORGETOWN HEALTH CLUB LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151031.0,6253 13TH AVE S               ,                         ,GEORGETOWN HEALTH CLUB LLC                   ,6.03231e+15,981082709.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5868,5869,421011,161,SEATTLE                 ,,KING,,421011,,12059 AURORA AVE N            ,SEATTLE                 ,WA,                         ,981338249.0,D2 INVESTMENTS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151031.0,12201 AURORA AVE N STE B      ,                         ,D2 INVESTMENTS LLC                           ,6.03358e+15,981338032.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5869,5870,421012,247,SEATTLE                 ,,KING,,421012,,11805 RENTON AVE S            ,SEATTLE                 ,WA,                         ,981783713.0,CENTRAL COLLECTIVE GARDENING LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151031.0,11805 RENTON AVE S            ,                         ,GREEN HOUSE LOUNGE LLC                       ,6.03523e+15,981783713.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5870,5871,421014,142,FEDERAL WAY             ,,KING,,421014,,2324 JEFFERSON AVE            ,TACOMA                  ,WA,                         ,984021405.0,"CITY OF GREEN, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151031.0,2305 SW 352ND ST APT A        ,                         ,CITY OF GREEN                                ,6.03552e+15,980233177.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5871,5872,421015,471,TACOMA                  ,,PIERCE,,421015,,2309 TACOMA AVE S             ,TACOMA                  ,WA,                         ,984021409.0,NATURAL CARE LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151031.0,3028 RIVER RD E               ,                         ,NATURAL CARE LLC                             ,6.03553e+15,984432126.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5872,5873,421017,602,CASHMERE                ,,CHELAN,,421017,,5970 SUNBURST LN BLDG 3       ,CASHMERE                ,WA,                         ,988159586.0,SUNBURST FARMS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151031.0,5970 SUNBURST LN BLDG 3       ,                         ,SUNBURST FARMS LLC                           ,6.03554e+15,988159586.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5873,5874,421025,495,SHORELINE               ,,KING,,421025,,18820 AURORA AVE N # 206      ,SHORELINE               ,WA,                         ,981333900.0,"LEE,  LANCE  H",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151103.0,18820 AURORA AVE N # 206      ,                         ,NW SPOT                                      ,6.01996e+15,981333900.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5874,5875,421026,121,OLYMPIA                 ,,THURSTON,,421026,,2747 PACIFIC AVE SE STE B14   ,OLYMPIA                 ,WA,                         ,985012097.0,ESPION LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151103.0,2747 PACIFIC AVE SE STE B14   ,                         ,CANNATOPIA                                   ,6.02595e+15,985012097.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5875,5876,421027,256,SEATTLE                 ,,KING,,421027,,12 150TH PL NE                ,BELLEVUE                ,WA,                         ,980075056.0,"VARDANYAN,  GAGIK",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151103.0,8909 14TH AVE S STE N         ,                         ,GREEN PALACE                                 ,6.02603e+15,981084818.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5876,5877,421029,226,OLYMPIA                 ,,THURSTON,,421029,,6318 62ND ST NW               ,GIG HARBOR              ,WA,                         ,983356692.0,"NORTHWEST INVESTMENT GROUP III, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151103.0,9030 MARTIN WAY E  STE F      ,                         ,GREEN ASPEN                                  ,6.02978e+15,985165936.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5877,5878,421033,683,SPOKANE                 ,,SPOKANE,,421033,,4906 S LINCOLN WAY            ,SPOKANE                 ,WA,                         ,992248300.0,"MTM, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151103.0,3412 N DIVISION ST            ,                         ,THREE LITTLE BIRDS                           ,6.03284e+15,992071804.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5878,5879,421034,704,SEATTLE                 ,,,,421034,,2608 2ND AVE STE 158          ,SEATTLE                 ,WA,                         ,981211212.0,VERDA BIO LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151103.0,UNKNOWN                       ,                         ,VERDA                                        ,6.03345e+15,98121.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5879,5880,421035,705,SPOKANE                 ,,,,421035,,2608 2ND AVE STE 158          ,SEATTLE                 ,WA,                         ,981211212.0,VERDA BIO LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151103.0,UNKNOWN                       ,                         ,VERDA BIO LLC                                ,6.03345e+15,99223.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5880,5881,421036,611,SEATTLE                 ,,KING,,421036,,"VAIL COMMUNICATIONS, LLC      ",SACRAMENTO              ,CA,1500 W EL CAMINO AVE # 62,958331945.0,TAKE CARE 420 LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151103.0,517 N 85TH ST                 ,                         ,TAKE CARE 420 LLC                            ,6.03346e+15,981033720.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5881,5882,421037,436,NEWPORT                 ,,PEND OREILLE,,421037,,PO BOX 685                    ,NEWPORT                 ,WA,                         ,991560685.0,"MARY JANE'S ENTERPRISES, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151103.0,420 HIGHWAY 2                 ,                         ,MARRY JANE'S ENTERPRISES                     ,6.03351e+15,991569215.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5882,5883,421038,308,SEATTLE                 ,,KING,,421038,,2022 S DEARBORN ST            ,SEATTLE                 ,WA,                         ,981442912.0,HEMPSTEP LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151103.0,2022 S DEARBORN ST STE B      ,                         ,HEMPSPOT                                     ,6.03351e+15,981442912.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5883,5884,421039,276,CLARKSTON               ,,ASOTIN,,421039,,728 6TH ST                    ,CLARKSTON               ,WA,                         ,994032012.0,"VALLE DEL RIO, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151103.0,728 6TH ST  STE C             ,                         ,GREENFIELD COMPANY                           ,6.03351e+15,994032012.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5884,5885,421040,423,RICHLAND                ,,BENTON,,421040,,1827 W OCTAVE ST              ,PASCO                   ,WA,                         ,993014048.0,LUCKY LEAF LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151103.0,2415 ROBERTSON DR             ,                         ,LUCKY LEAF LLC                               ,6.03351e+15,993545310.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5885,5886,421041,154,TACOMA                  ,,PIERCE,,421041,,9027 PACIFIC AVE STE 1        ,TACOMA                  ,WA,                         ,984446247.0,CREME OF THE CROP LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151103.0,9027 PACIFIC AVE STE 1        ,                         ,CREME OF THE CROP LLC                        ,6.03355e+15,984446247.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5886,5887,421043,691,BELLINGHAM              ,,WHATCOM,,421043,,4165 HANNEGAN RD              ,BELLINGHAM              ,WA,                         ,982269196.0,B&E FINANCIAL SERVICES INC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151103.0,4165 HANNEGAN RD STE D        ,                         ,TOP SHELF CANNABIS                           ,6.03446e+15,982269196.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5887,5888,421044,692,BELLINGHAM              ,,WHATCOM,,421044,,2017 BAKERVIEW RD             ,BELLINGHAM              ,WA,                         ,98226.0,B&E FINANCIAL SERVICES INC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151103.0,2017 BAKERVIEW RD             ,                         ,TOP SHELF CANNABIS                           ,6.03446e+15,98226.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5888,5889,421045,407,SPOKANE                 ,,SPOKANE,,421045,,6726 E JAMIESON RD            ,SPOKANE                 ,WA,                         ,992231842.0,LILAC CITY COLLECTIVE ASSOCIATION INC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151103.0,1716 N ASH ST                 ,                         ,LILAC CITY COLLECTIVE ASSOCIATION INC        ,6.03463e+15,992054202.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5889,5890,421047,449,SEATTLE                 ,,KING,,421047,,4021 41ST AVE NE              ,SEATTLE                 ,WA,                         ,981055442.0,MERRYL INC.,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151103.0,4021 41ST AVE NE              ,                         ,MERRYL INC.                                  ,6.03552e+15,981055442.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
