,Unnamed: 0,License_Number,X,City,City.1,County,DateCreated,License.,Mail.Suite.Rm,MailAddress,MailCity,MailState,MailSuite.Rm,MailZipCode,OwnerName,PrivDesc,PrivilegeStatus,ReasonAction,State,State.1,StatusDate,StreetAddress,Suite.Rm,Tradename,UBI,ZipCode,ZipCode.1,type:medical,type:processor,type:producer,type:retailer,Group.1,Total_Sales,Excise_Tax_Due,tax_rate,violation_count,violator,log_Total_Sales,log_Excise_Tax_Due,age,months_old
4124,4125,416373,1577,RIDGEFIELD              ,RIDGEFIELD              ,CLARK,20131225.0,416373,                         ,1076 S OLD PIONEER WAY        ,,,,,DOMENICO FARMS LLC,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,20801 NE 10TH AVE             ,                         ,DOMENICO FARMS                               ,6.03349e+15,986428167.0,986429392.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4125,4126,416373,1152,RIDGEFIELD              ,RIDGEFIELD              ,CLARK,20131225.0,416373,                         ,1076 S OLD PIONEER WAY        ,,,,,DOMENICO FARMS LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,20801 NE 10TH AVE             ,                         ,DOMENICO FARMS                               ,6.03349e+15,986428167.0,986429392.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4126,4127,416374,1578,RIDGEFIELD              ,RIDGEFIELD              ,CLARK,20131225.0,416374,                         ,1076 S OLD PIONEER WAY        ,,,,,DOMENICO FARMS LLC,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,20801 NE 10TH AVE             ,                         ,DOMENICO FARMS                               ,6.03349e+15,986428167.0,986429392.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4127,4128,416375,865,MABTON                  ,BELLEVUE                ,YAKIMA,20131225.0,416375,                         ,12420 NE 27TH ST              ,,,,,TECHBUD LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,951 ALLISON RD                ,                         ,TECHBUD                                      ,6.0335e+15,989359482.0,980051503.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4128,4129,416378,1602,WOODINVILLE             ,BELLEVUE                ,SNOHOMISH,20131225.0,416378,                         ,788 110TH AVE NE APT N-2302   ,,,,,DUTCHIE LABS LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,21828 87TH AVE SE             ,STE E & F                ,DUTCHIE LABS                                 ,6.0335e+15,980720000.0,980040000.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4129,4130,416378,1169,WOODINVILLE             ,BELLEVUE                ,SNOHOMISH,20131225.0,416378,                         ,788 110TH AVE NE APT N-2302   ,,,,,DUTCHIE LABS LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,21828 87TH AVE SE             ,STE E & F                ,DUTCHIE LABS                                 ,6.0335e+15,980720000.0,980040000.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4130,4131,416382,491,BELLEVUE                ,BELLEVUE                ,KING,20131225.0,416382,                         ,13400 NE 20TH ST STE 37       ,,,,,"PAPS II, LLC",MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,13400 NE 20TH ST STE 37       ,                         ,PAPS II                                      ,6.03351e+15,980052023.0,980052023.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4131,4132,416382,354,BELLEVUE                ,BELLEVUE                ,KING,20131225.0,416382,                         ,13400 NE 20TH ST STE 37       ,,,,,"PAPS II, LLC",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,13400 NE 20TH ST STE 37       ,                         ,PAPS II                                      ,6.03351e+15,980052023.0,980052023.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4132,4133,416383,510,YELM                    ,GRAHAM                  ,THURSTON,20131225.0,416383,                         ,22715 COUNTRY DR E            ,,,,,PHARLEADS LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,19731 NEAT RD SE              ,                         ,PHARLEADS                                    ,6.03351e+15,985979057.0,983380000.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4133,4134,416383,368,YELM                    ,GRAHAM                  ,THURSTON,20131225.0,416383,                         ,22715 COUNTRY DR E            ,,,,,PHARLEADS LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,19731 NEAT RD SE              ,                         ,PHARLEADS                                    ,6.03351e+15,985979057.0,983380000.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4134,4135,416384,511,YELM                    ,GRAHAM                  ,THURSTON,20131225.0,416384,                         ,24505 110TH AVE E             ,,,,,PHARLEADS LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,19737 NEAT RD SE STE B        ,                         ,PHARLEADS                                    ,6.03351e+15,985979057.0,983387859.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4135,4136,416385,512,YELM                    ,GRAHAM                  ,THURSTON,20131225.0,416385,                         ,24505 110TH AVE E             ,,,,,PHARLEADS LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,19737 NEAT RD SE STE C        ,                         ,PHARLEADS                                    ,6.03351e+15,985979057.0,983387859.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4136,4137,416386,1985,TACOMA                  ,UNIVERSITY PLACE        ,PIERCE,20131225.0,416386,                         ,7732 CHAMBERS CREEK RD W      ,,,,,CORNERSTATE MANUFACTURING LLC,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2919 S ALASKA ST STE A        ,                         ,HERBLEEINSTEIN                               ,6.03351e+15,984097804.0,984672018.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4137,4138,416386,1460,TACOMA                  ,UNIVERSITY PLACE        ,PIERCE,20131225.0,416386,                         ,7732 CHAMBERS CREEK RD W      ,,,,,CORNERSTATE MANUFACTURING LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2919 S ALASKA ST STE A        ,                         ,HERBLEEINSTEIN                               ,6.03351e+15,984097804.0,984672018.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4138,4139,416387,860,ENTIAT                  ,EAST WENATCHEE          ,CHELAN,20150827.0,416387,                         ,89 SPRINGHILL DR              ,,,,,AMERICAN FARMS LLC,MARIJUANA PROCESSOR                ,PENDING (ISSUED),PENDING        ,WA,WA,,3478 ENTIAT RIVER RD          ,                         ,AMERICAN FARMS                               ,6.03351e+15,988229714.0,988028561.0,0,1,0,0,416387.0,368217,0.0,0.0,0,False,12.81642853,#NAME?,5.06666666667,5.06666666667
4139,4140,416387,1194,ENTIAT                  ,EAST WENATCHEE          ,CHELAN,20150827.0,416387,                         ,89 SPRINGHILL DR              ,,,,,AMERICAN FARMS LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (ISSUED),PENDING        ,WA,WA,,3478 ENTIAT RIVER RD          ,                         ,AMERICAN FARMS                               ,6.03351e+15,988229714.0,988028561.0,0,0,1,0,416387.0,368217,0.0,0.0,0,False,12.81642853,#NAME?,5.06666666667,5.06666666667
4140,4141,416388,1195,EAST WENATCHEE          ,EAST WENATCHEE          ,DOUGLAS,20131225.0,416388,                         ,89 SPRINGHILL DR              ,,,,,AMERICAN FARMS LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,PANGBORN BUSINESS PARK        ,3306 5TH ST SE SITE 2    ,AMERICAN FARMS                               ,6.03351e+15,988029226.0,988028561.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4141,4142,416391,562,KENT                    ,SEATTLE                 ,KING,20131225.0,416391,                         ,1122 E PIKE ST PMB 697        ,,,,,"SPINNING HEADS, INC.",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,11024 SE 208TH ST             ,                         ,SPINNING HEADS                               ,6.03352e+15,980314117.0,981223916.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4142,4143,416392,1062,OLYMPIA                 ,VANCOUVER               ,THURSTON,20131225.0,416392,                         ,8300 SE MIDDLE WAY            ,,,,,WAMSTERDAM FARMS LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1022 85TH AVE SE BLDG J       ,                         ,WAMSTERDAM FARMS                             ,6.03472e+15,985010000.0,986642338.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4143,4144,416392,760,OLYMPIA                 ,VANCOUVER               ,THURSTON,20131225.0,416392,                         ,8300 SE MIDDLE WAY            ,,,,,WAMSTERDAM FARMS LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1022 85TH AVE SE BLDG J       ,                         ,WAMSTERDAM FARMS                             ,6.03472e+15,985010000.0,986642338.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4144,4145,416393,1170,KIRKLAND                ,KIRKLAND                ,KING,20150317.0,416393,                         ,13513 NE 126TH PL STE B       ,,,,,DYNAMIC HARVEST LLC,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,13513 NE 126TH PL STE B       ,                         ,DYNAMIC HARVEST                              ,6.03353e+15,980340000.0,980340000.0,0,1,0,0,416393.0,118348,0.0,0.0,1,True,11.68138488,#NAME?,10.5,10.5
4145,4146,416393,1603,KIRKLAND                ,KIRKLAND                ,KING,20150317.0,416393,                         ,13513 NE 126TH PL STE B       ,,,,,DYNAMIC HARVEST LLC,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,13513 NE 126TH PL STE B       ,                         ,DYNAMIC HARVEST                              ,6.03353e+15,980340000.0,980340000.0,0,0,1,0,416393.0,118348,0.0,0.0,1,True,11.68138488,#NAME?,10.5,10.5
4146,4147,416396,1363,MOSES LAKE              ,BELLINGHAM              ,GRANT,20131225.0,416396,                         ,PO BOX 2711                   ,,,,,C.G. WASHINGTON LLC,MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,3153 NE BELL ROAD STE B       ,                         ,C.G. WASHINGTON INSTITUTE                    ,6.03353e+15,988370000.0,982272711.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4147,4148,416396,976,MOSES LAKE              ,BELLINGHAM              ,GRANT,20131225.0,416396,                         ,PO BOX 2711                   ,,,,,C.G. WASHINGTON LLC,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,3153 NE BELL ROAD STE B       ,                         ,C.G. WASHINGTON INSTITUTE                    ,6.03353e+15,988370000.0,982272711.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4148,4149,416399,57,PORT ORCHARD            ,MUKILTEO                ,KITSAP,20131225.0,416399,STE 201-1024             ,11700 MUKLTEO SPDWAY          ,,,,,"IRIE MINDS FARMS, LLC",MARIJUANA PRODUCER TIER 2          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1305 LUMSDEN ROAD             ,                         ,IRIE MINDS FARMS                             ,6.03353e+15,98366.0,98275.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4149,4150,416399,45,PORT ORCHARD            ,MUKILTEO                ,KITSAP,20131225.0,416399,STE 201-1024             ,11700 MUKLTEO SPDWAY          ,,,,,"IRIE MINDS FARMS, LLC",MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1305 LUMSDEN ROAD             ,                         ,IRIE MINDS FARMS                             ,6.03353e+15,98366.0,98275.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4150,4151,416400,1522,CHENEY                  ,POMEROY                 ,SPOKANE,20150901.0,416400,                         ,PO BOX 404                    ,,,,,D & L ENTERPRISES LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (ISSUED),PENDING        ,WA,WA,,24625 S. RUPP ROAD #4         ,                         ,D & L ENTERPRISES                            ,6.03354e+15,990040000.0,993470404.0,0,0,1,0,416400.0,300289,0.0,0.0,1,True,12.61250062,#NAME?,4.9,4.9
4151,4152,416401,1523,CHENEY                  ,POMEROY                 ,SPOKANE,20131225.0,416401,                         ,PO BOX 404                    ,,,,,D & L ENTERPRISES LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,26425 S RUPP RD               ,                         ,D & L ENTERPRISES                            ,6.03354e+15,990040000.0,993470404.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4152,4153,416402,1524,CHENEY                  ,POMEROY                 ,SPOKANE,20131225.0,416402,                         ,PO BOX 404                    ,,,,,D & L ENTERPRISES LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,26425 S RUPP RD               ,                         ,D & L ENTERPRISES                            ,6.03354e+15,990040000.0,993470404.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4153,4154,416405,1452,WOODINVILLE             ,WOODINVILLE             ,KING,20131225.0,416405,                         ,17307 NE WOODINVILLE DUVALL RD,,,,,HEMPZEN ENTERPRISES LTD,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,17307 NE WOODINVILLE DUVALL RD,                         ,HEMPZEN                                      ,6.03355e+15,980729677.0,980729677.0,0,1,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4154,4155,416405,1975,WOODINVILLE             ,WOODINVILLE             ,KING,20131225.0,416405,                         ,17307 NE WOODINVILLE DUVALL RD,,,,,HEMPZEN ENTERPRISES LTD,MARIJUANA PRODUCER TIER 1          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,17307 NE WOODINVILLE DUVALL RD,                         ,HEMPZEN                                      ,6.03355e+15,980729677.0,980729677.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4155,4156,416406,911,SHELTON                 ,SEATTLE                 ,MASON,20150106.0,416406,                         ,P O BOX 22584                 ,,,,,HOLLINGSWORTH CANNABIS LLC,MARIJUANA PRODUCER TIER 3          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,541 W HONEYSUCKLE LN          ,                         ,THE HOLLINGSWORTH CANNABIS COMPANY           ,6.03355e+15,985846802.0,981220584.0,0,0,1,0,416406.0,276259,0.0,0.0,1,True,12.52909411,#NAME?,12.8333333333,12.8333333333
4156,4157,416406,653,SHELTON                 ,SEATTLE                 ,MASON,20150106.0,416406,                         ,P O BOX 22584                 ,,,,,HOLLINGSWORTH CANNABIS LLC,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,541 W HONEYSUCKLE LN          ,                         ,THE HOLLINGSWORTH CANNABIS COMPANY           ,6.03355e+15,985846802.0,981220584.0,0,1,0,0,416406.0,276259,0.0,0.0,1,True,12.52909411,#NAME?,12.8333333333,12.8333333333
4157,4158,416407,2009,SHELTON                 ,SEATTLE                 ,MASON,20131225.0,416407,                         ,P O BOX 22584                 ,,,,,HOLLINGSWORTH CANNABIS LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,541 W HONEYSUCKLE LN STE B    ,                         ,HOLLINGSWORTH CANNABIS                       ,6.03355e+15,985846802.0,981120584.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4158,4159,416408,2010,SHELTON                 ,SEATTLE                 ,MASON,20131225.0,416408,                         ,P O BOX 22584                 ,,,,,HOLLINGSWORTH CANNABIS LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,541 W HONEYSUCKLE LN UNIT C   ,                         ,HOLLINGSWORTH CANNABIS                       ,6.03355e+15,985846802.0,981220584.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4159,4160,416409,132,SILVERDALE              ,BAINBRIDGE ISLAND       ,KITSAP,20150903.0,416409,                         ,10953 MADISON AVE NE          ,,,,,LANO LLC,MARIJUANA PROCESSOR                ,PENDING (ISSUED),PENDING        ,WA,WA,,12363 CLEAR CREEK RD NW STE B ,                         ,LANO                                         ,6.03355e+15,983830000.0,981100000.0,0,1,0,0,416409.0,4186,0.0,0.0,0,False,8.339500903,#NAME?,4.83333333333,4.83333333333
4160,4161,416409,171,SILVERDALE              ,BAINBRIDGE ISLAND       ,KITSAP,20150903.0,416409,                         ,10953 MADISON AVE NE          ,,,,,LANO LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (ISSUED),PENDING        ,WA,WA,,12363 CLEAR CREEK RD NW STE B ,                         ,LANO                                         ,6.03355e+15,983830000.0,981100000.0,0,0,1,0,416409.0,4186,0.0,0.0,0,False,8.339500903,#NAME?,4.83333333333,4.83333333333
4161,4162,416410,172,POULSBO                 ,POULSBO                 ,KITSAP,20131225.0,416410,                         ,26420 PIONEER WAY NEW STE A   ,,,,,LANO LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,26404 PIONEER WAY NW STE B    ,                         ,LANO                                         ,6.03355e+15,983700000.0,983700000.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4162,4163,416411,173,NORDLAND                ,POULSBO                 ,JEFFERSON,20131225.0,416411,                         ,26420 PIONEER WAY NW STE A    ,,,,,LANO LLC,MARIJUANA PRODUCER TIER 3          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2711 GYBE HO RD STE A         ,                         ,LANO                                         ,6.03355e+15,983580000.0,983700000.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
4163,4164,416412,1221,SHELTON                 ,OLYMPIA                 ,MASON,20141107.0,416412,                         ,1910 4TH AVE E PMB 32         ,,,,,EVERGREEN GROPRO LLC,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,50 W WESTFIELD CT UNIT C      ,                         ,EVERGREEN GROPRO                             ,6.03355e+15,985840000.0,985064632.0,0,1,0,0,416412.0,133750,0.0,0.0,0,False,11.80372766,#NAME?,14.8333333333,14.8333333333
4164,4165,416412,1669,SHELTON                 ,OLYMPIA                 ,MASON,20141107.0,416412,                         ,1910 4TH AVE E PMB 32         ,,,,,EVERGREEN GROPRO LLC,MARIJUANA PRODUCER TIER 2          ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,50 W WESTFIELD CT UNIT C      ,                         ,EVERGREEN GROPRO                             ,6.03355e+15,985840000.0,985064632.0,0,0,1,0,416412.0,133750,0.0,0.0,0,False,11.80372766,#NAME?,14.8333333333,14.8333333333
4165,4166,416413,225,VANCOUVER               ,VANCOUVER               ,CLARK,20131225.0,416413,                         ,0714 NE 72ND AVE APT N59      ,,,,,MAGIC WEED LLC,MARIJUANA PRODUCER TIER 1          ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2401 NW 61ST ST               ,                         ,MAGIC WEED                                   ,6.03356e+15,986600000.0,986618199.0,0,0,1,0,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
